,Place Name,Year,Period,Index (SA)
2601,South Atlantic Division,2016,4,226.57
2602,South Atlantic Division,2016,5,227.22
2603,South Atlantic Division,2016,6,229.33
2604,South Atlantic Division,2016,7,230.44
2605,South Atlantic Division,2016,8,231.56
2606,South Atlantic Division,2016,9,232.86
2607,South Atlantic Division,2016,10,234.76
2608,South Atlantic Division,2016,11,234.98
2609,South Atlantic Division,2016,12,236.83
2610,South Atlantic Division,2017,1,236.64
2611,South Atlantic Division,2017,2,237.93
2612,South Atlantic Division,2017,3,239.31
2613,South Atlantic Division,2017,4,242.21
2614,South Atlantic Division,2017,5,242.3
2615,South Atlantic Division,2017,6,243.7
2616,South Atlantic Division,2017,7,244.91
2617,South Atlantic Division,2017,8,247.1
2618,South Atlantic Division,2017,9,247.44
2619,South Atlantic Division,2017,10,248.65
2620,South Atlantic Division,2017,11,250.24
2621,South Atlantic Division,2017,12,251.59
2622,South Atlantic Division,2018,1,253.51
2623,South Atlantic Division,2018,2,255.35
2624,South Atlantic Division,2018,3,256.41
2625,South Atlantic Division,2018,4,258.15
2626,South Atlantic Division,2018,5,259.66
2627,South Atlantic Division,2018,6,259.26
2628,South Atlantic Division,2018,7,261.71
2629,South Atlantic Division,2018,8,263.1
2630,South Atlantic Division,2018,9,263.55
2631,South Atlantic Division,2018,10,262.99
2632,South Atlantic Division,2018,11,265.83
2633,South Atlantic Division,2018,12,267.2
2634,South Atlantic Division,2019,1,268.11
2635,South Atlantic Division,2019,2,268.71
2636,South Atlantic Division,2019,3,269.7
2637,South Atlantic Division,2019,4,271.32
2638,South Atlantic Division,2019,5,273.58
2639,South Atlantic Division,2019,6,273.97
2640,South Atlantic Division,2019,7,274.85
2641,South Atlantic Division,2019,8,275.3
2642,South Atlantic Division,2019,9,278.66
2643,South Atlantic Division,2019,10,280.01
2644,South Atlantic Division,2019,11,281.11
2645,South Atlantic Division,2019,12,283.07
2646,South Atlantic Division,2020,1,285.92
2647,South Atlantic Division,2020,2,288.34
2648,South Atlantic Division,2020,3,287.52
2649,South Atlantic Division,2020,4,288.23
2650,South Atlantic Division,2020,5,288.34
2651,South Atlantic Division,2020,6,291.94
2652,South Atlantic Division,2020,7,295.19
2653,South Atlantic Division,2020,8,300.17
2654,South Atlantic Division,2020,9,304.04
2655,South Atlantic Division,2020,10,309.32
2656,South Atlantic Division,2020,11,313.06
2657,South Atlantic Division,2020,12,317.18
2658,South Atlantic Division,2021,1,321.09
2659,South Atlantic Division,2021,2,323.42
2660,South Atlantic Division,2021,3,330.34
2661,South Atlantic Division,2021,4,334.56
2662,South Atlantic Division,2021,5,340.59
2663,South Atlantic Division,2021,6,348.93
2664,South Atlantic Division,2021,7,355.63
2665,South Atlantic Division,2021,8,362.17
2666,South Atlantic Division,2021,9,365.34
2667,South Atlantic Division,2021,10,370.84
2668,South Atlantic Division,2021,11,378.09
2669,South Atlantic Division,2021,12,383.92
2670,South Atlantic Division,2022,1,390.52
2671,South Atlantic Division,2022,2,400.34
2672,South Atlantic Division,2022,3,406.38
2673,South Atlantic Division,2022,4,414.4
2674,South Atlantic Division,2022,5,421.37
2675,South Atlantic Division,2022,6,425.78
2676,South Atlantic Division,2022,7,423.64
2677,South Atlantic Division,2022,8,420.76
2678,South Atlantic Division,2022,9,422.36
2679,South Atlantic Division,2022,10,423.22
2680,South Atlantic Division,2022,11,423.28
2681,West North Central Division,1991,1,100.0
2682,West North Central Division,1991,2,100.49
2683,West North Central Division,1991,3,100.11
2684,West North Central Division,1991,4,100.35
2685,West North Central Division,1991,5,100.29
2686,West North Central Division,1991,6,100.52
2687,West North Central Division,1991,7,100.33
2688,West North Central Division,1991,8,100.74
2689,West North Central Division,1991,9,100.84
2690,West North Central Division,1991,10,101.47
2691,West North Central Division,1991,11,101.42
2692,West North Central Division,1991,12,102.49
2693,West North Central Division,1992,1,102.33
2694,West North Central Division,1992,2,102.87
2695,West North Central Division,1992,3,103.62
2696,West North Central Division,1992,4,103.59
2697,West North Central Division,1992,5,103.8
2698,West North Central Division,1992,6,104.21
2699,West North Central Division,1992,7,104.66
2700,West North Central Division,1992,8,104.82
2701,West North Central Division,1992,9,105.44
2702,West North Central Division,1992,10,105.66
2703,West North Central Division,1992,11,106.03
2704,West North Central Division,1992,12,106.24
2705,West North Central Division,1993,1,107.29
2706,West North Central Division,1993,2,107.65
2707,West North Central Division,1993,3,106.84
2708,West North Central Division,1993,4,108.19
2709,West North Central Division,1993,5,108.86
2710,West North Central Division,1993,6,109.45
2711,West North Central Division,1993,7,109.89
2712,West North Central Division,1993,8,110.61
2713,West North Central Division,1993,9,111.4
2714,West North Central Division,1993,10,112.0
2715,West North Central Division,1993,11,112.47
2716,West North Central Division,1993,12,113.25
2717,West North Central Division,1994,1,113.78
2718,West North Central Division,1994,2,113.84
2719,West North Central Division,1994,3,114.76
2720,West North Central Division,1994,4,115.14
2721,West North Central Division,1994,5,115.44
2722,West North Central Division,1994,6,115.79
2723,West North Central Division,1994,7,116.31
2724,West North Central Division,1994,8,116.72
2725,West North Central Division,1994,9,116.62
2726,West North Central Division,1994,10,116.96
2727,West North Central Division,1994,11,117.82
2728,West North Central Division,1994,12,117.49
2729,West North Central Division,1995,1,118.1
2730,West North Central Division,1995,2,118.88
2731,West North Central Division,1995,3,119.06
2732,West North Central Division,1995,4,119.6
2733,West North Central Division,1995,5,119.96
2734,West North Central Division,1995,6,120.64
2735,West North Central Division,1995,7,121.05
2736,West North Central Division,1995,8,121.69
2737,West North Central Division,1995,9,122.3
2738,West North Central Division,1995,10,122.87
2739,West North Central Division,1995,11,122.83
2740,West North Central Division,1995,12,123.75
2741,West North Central Division,1996,1,123.86
2742,West North Central Division,1996,2,124.29
2743,West North Central Division,1996,3,124.91
2744,West North Central Division,1996,4,125.73
2745,West North Central Division,1996,5,125.92
2746,West North Central Division,1996,6,126.04
2747,West North Central Division,1996,7,126.62
2748,West North Central Division,1996,8,126.76
2749,West North Central Division,1996,9,127.29
2750,West North Central Division,1996,10,127.58
2751,West North Central Division,1996,11,127.87
2752,West North Central Division,1996,12,128.84
2753,West North Central Division,1997,1,128.83
2754,West North Central Division,1997,2,129.28
2755,West North Central Division,1997,3,129.84
2756,West North Central Division,1997,4,129.72
2757,West North Central Division,1997,5,130.67
2758,West North Central Division,1997,6,130.27
2759,West North Central Division,1997,7,131.24
2760,West North Central Division,1997,8,131.29
2761,West North Central Division,1997,9,132.17
2762,West North Central Division,1997,10,132.52
2763,West North Central Division,1997,11,132.59
2764,West North Central Division,1997,12,132.84
2765,West North Central Division,1998,1,134.9
2766,West North Central Division,1998,2,135.02
2767,West North Central Division,1998,3,135.03
2768,West North Central Division,1998,4,135.2
2769,West North Central Division,1998,5,136.04
2770,West North Central Division,1998,6,137.32
2771,West North Central Division,1998,7,137.48
2772,West North Central Division,1998,8,138.14
2773,West North Central Division,1998,9,139.11
2774,West North Central Division,1998,10,140.01
2775,West North Central Division,1998,11,141.71
2776,West North Central Division,1998,12,142.49
2777,West North Central Division,1999,1,143.15
2778,West North Central Division,1999,2,143.3
2779,West North Central Division,1999,3,143.99
2780,West North Central Division,1999,4,144.9
2781,West North Central Division,1999,5,145.48
2782,West North Central Division,1999,6,146.32
2783,West North Central Division,1999,7,146.75
2784,West North Central Division,1999,8,148.21
2785,West North Central Division,1999,9,147.88
2786,West North Central Division,1999,10,148.42
2787,West North Central Division,1999,11,149.25
2788,West North Central Division,1999,12,150.06
2789,West North Central Division,2000,1,151.13
2790,West North Central Division,2000,2,152.07
2791,West North Central Division,2000,3,152.66
2792,West North Central Division,2000,4,153.98
2793,West North Central Division,2000,5,154.33
2794,West North Central Division,2000,6,155.05
2795,West North Central Division,2000,7,155.74
2796,West North Central Division,2000,8,156.51
2797,West North Central Division,2000,9,157.28
2798,West North Central Division,2000,10,158.31
2799,West North Central Division,2000,11,158.39
2800,West North Central Division,2000,12,159.21
2801,West North Central Division,2001,1,160.55
2802,West North Central Division,2001,2,161.28
2803,West North Central Division,2001,3,161.92
2804,West North Central Division,2001,4,163.68
2805,West North Central Division,2001,5,163.99
2806,West North Central Division,2001,6,164.65
2807,West North Central Division,2001,7,165.71
2808,West North Central Division,2001,8,165.94
2809,West North Central Division,2001,9,167.03
2810,West North Central Division,2001,10,168.1
2811,West North Central Division,2001,11,167.93
2812,West North Central Division,2001,12,169.57
2813,West North Central Division,2002,1,169.94
2814,West North Central Division,2002,2,170.31
2815,West North Central Division,2002,3,171.42
2816,West North Central Division,2002,4,172.08
2817,West North Central Division,2002,5,172.79
2818,West North Central Division,2002,6,173.9
2819,West North Central Division,2002,7,174.38
2820,West North Central Division,2002,8,175.28
2821,West North Central Division,2002,9,176.1
2822,West North Central Division,2002,10,176.8
2823,West North Central Division,2002,11,177.6
2824,West North Central Division,2002,12,179.27
2825,West North Central Division,2003,1,179.99
2826,West North Central Division,2003,2,180.57
2827,West North Central Division,2003,3,181.5
2828,West North Central Division,2003,4,181.56
2829,West North Central Division,2003,5,182.21
2830,West North Central Division,2003,6,183.13
2831,West North Central Division,2003,7,184.06
2832,West North Central Division,2003,8,185.26
2833,West North Central Division,2003,9,186.2
2834,West North Central Division,2003,10,186.73
2835,West North Central Division,2003,11,188.27
2836,West North Central Division,2003,12,188.45
2837,West North Central Division,2004,1,189.92
2838,West North Central Division,2004,2,190.57
2839,West North Central Division,2004,3,191.34
2840,West North Central Division,2004,4,191.46
2841,West North Central Division,2004,5,193.11
2842,West North Central Division,2004,6,193.81
2843,West North Central Division,2004,7,194.42
2844,West North Central Division,2004,8,195.46
2845,West North Central Division,2004,9,196.08
2846,West North Central Division,2004,10,197.01
2847,West North Central Division,2004,11,198.64
2848,West North Central Division,2004,12,198.59
2849,West North Central Division,2005,1,199.16
2850,West North Central Division,2005,2,200.27
2851,West North Central Division,2005,3,200.94
2852,West North Central Division,2005,4,202.8
2853,West North Central Division,2005,5,203.15
2854,West North Central Division,2005,6,203.72
2855,West North Central Division,2005,7,204.4
2856,West North Central Division,2005,8,205.24
2857,West North Central Division,2005,9,205.78
2858,West North Central Division,2005,10,206.6
2859,West North Central Division,2005,11,207.48
2860,West North Central Division,2005,12,208.66
2861,West North Central Division,2006,1,209.78
2862,West North Central Division,2006,2,209.63
2863,West North Central Division,2006,3,210.13
2864,West North Central Division,2006,4,210.37
2865,West North Central Division,2006,5,210.69
2866,West North Central Division,2006,6,210.85
2867,West North Central Division,2006,7,211.55
2868,West North Central Division,2006,8,211.83
2869,West North Central Division,2006,9,211.52
2870,West North Central Division,2006,10,211.55
2871,West North Central Division,2006,11,212.65
2872,West North Central Division,2006,12,211.29
2873,West North Central Division,2007,1,213.09
2874,West North Central Division,2007,2,214.37
2875,West North Central Division,2007,3,214.56
2876,West North Central Division,2007,4,213.84
2877,West North Central Division,2007,5,213.66
2878,West North Central Division,2007,6,213.14
2879,West North Central Division,2007,7,213.34
2880,West North Central Division,2007,8,212.04
2881,West North Central Division,2007,9,213.54
2882,West North Central Division,2007,10,209.24
2883,West North Central Division,2007,11,210.55
2884,West North Central Division,2007,12,210.42
2885,West North Central Division,2008,1,209.15
2886,West North Central Division,2008,2,207.99
2887,West North Central Division,2008,3,208.36
2888,West North Central Division,2008,4,207.22
2889,West North Central Division,2008,5,205.28
2890,West North Central Division,2008,6,205.22
2891,West North Central Division,2008,7,204.17
2892,West North Central Division,2008,8,204.01
2893,West North Central Division,2008,9,202.2
2894,West North Central Division,2008,10,201.98
2895,West North Central Division,2008,11,197.63
2896,West North Central Division,2008,12,200.11
2897,West North Central Division,2009,1,202.15
2898,West North Central Division,2009,2,203.57
2899,West North Central Division,2009,3,200.08
2900,West North Central Division,2009,4,200.41
2901,West North Central Division,2009,5,200.09
2902,West North Central Division,2009,6,200.12
2903,West North Central Division,2009,7,199.44
2904,West North Central Division,2009,8,199.49
2905,West North Central Division,2009,9,199.29
2906,West North Central Division,2009,10,199.64
2907,West North Central Division,2009,11,200.21
2908,West North Central Division,2009,12,198.65
2909,West North Central Division,2010,1,197.16
2910,West North Central Division,2010,2,198.05
2911,West North Central Division,2010,3,197.74
2912,West North Central Division,2010,4,198.99
2913,West North Central Division,2010,5,199.8
2914,West North Central Division,2010,6,197.9
2915,West North Central Division,2010,7,194.35
2916,West North Central Division,2010,8,195.8
2917,West North Central Division,2010,9,194.2
2918,West North Central Division,2010,10,193.56
2919,West North Central Division,2010,11,192.72
2920,West North Central Division,2010,12,192.8
2921,West North Central Division,2011,1,190.32
2922,West North Central Division,2011,2,188.82
2923,West North Central Division,2011,3,188.25
2924,West North Central Division,2011,4,188.0
2925,West North Central Division,2011,5,188.23
2926,West North Central Division,2011,6,189.15
2927,West North Central Division,2011,7,190.42
2928,West North Central Division,2011,8,189.36
2929,West North Central Division,2011,9,190.8
2930,West North Central Division,2011,10,190.93
2931,West North Central Division,2011,11,192.19
2932,West North Central Division,2011,12,188.72
2933,West North Central Division,2012,1,193.09
2934,West North Central Division,2012,2,191.47
2935,West North Central Division,2012,3,192.45
2936,West North Central Division,2012,4,191.84
2937,West North Central Division,2012,5,194.09
2938,West North Central Division,2012,6,194.28
2939,West North Central Division,2012,7,196.06
2940,West North Central Division,2012,8,195.58
2941,West North Central Division,2012,9,195.55
2942,West North Central Division,2012,10,197.27
2943,West North Central Division,2012,11,198.3
2944,West North Central Division,2012,12,198.56
2945,West North Central Division,2013,1,199.8
2946,West North Central Division,2013,2,199.8
2947,West North Central Division,2013,3,201.58
2948,West North Central Division,2013,4,201.02
2949,West North Central Division,2013,5,202.07
2950,West North Central Division,2013,6,204.17
2951,West North Central Division,2013,7,204.39
2952,West North Central Division,2013,8,205.35
2953,West North Central Division,2013,9,206.19
2954,West North Central Division,2013,10,205.16
2955,West North Central Division,2013,11,206.16
2956,West North Central Division,2013,12,206.13
2957,West North Central Division,2014,1,207.94
2958,West North Central Division,2014,2,208.4
2959,West North Central Division,2014,3,209.5
2960,West North Central Division,2014,4,210.75
2961,West North Central Division,2014,5,210.03
2962,West North Central Division,2014,6,210.95
2963,West North Central Division,2014,7,211.23
2964,West North Central Division,2014,8,211.96
2965,West North Central Division,2014,9,212.3
2966,West North Central Division,2014,10,213.31
2967,West North Central Division,2014,11,214.51
2968,West North Central Division,2014,12,215.07
2969,West North Central Division,2015,1,214.88
2970,West North Central Division,2015,2,215.1
2971,West North Central Division,2015,3,216.07
2972,West North Central Division,2015,4,217.97
2973,West North Central Division,2015,5,218.65
2974,West North Central Division,2015,6,218.83
2975,West North Central Division,2015,7,219.57
2976,West North Central Division,2015,8,221.14
2977,West North Central Division,2015,9,221.55
2978,West North Central Division,2015,10,222.3
2979,West North Central Division,2015,11,222.87
2980,West North Central Division,2015,12,225.75
2981,West North Central Division,2016,1,226.6
2982,West North Central Division,2016,2,228.36
2983,West North Central Division,2016,3,226.69
2984,West North Central Division,2016,4,228.15
2985,West North Central Division,2016,5,228.54
2986,West North Central Division,2016,6,229.51
2987,West North Central Division,2016,7,231.51
2988,West North Central Division,2016,8,231.63
2989,West North Central Division,2016,9,233.58
2990,West North Central Division,2016,10,233.95
2991,West North Central Division,2016,11,235.89
2992,West North Central Division,2016,12,235.92
2993,West North Central Division,2017,1,236.42
2994,West North Central Division,2017,2,237.42
2995,West North Central Division,2017,3,238.94
2996,West North Central Division,2017,4,240.05
2997,West North Central Division,2017,5,242.42
2998,West North Central Division,2017,6,242.46
2999,West North Central Division,2017,7,243.21
3000,West North Central Division,2017,8,244.54
3001,West North Central Division,2017,9,244.9
3002,West North Central Division,2017,10,245.81
3003,West North Central Division,2017,11,248.41
3004,West North Central Division,2017,12,247.74
3005,West North Central Division,2018,1,251.42
3006,West North Central Division,2018,2,251.27
3007,West North Central Division,2018,3,253.2
3008,West North Central Division,2018,4,253.32
3009,West North Central Division,2018,5,254.88
3010,West North Central Division,2018,6,256.09
3011,West North Central Division,2018,7,258.17
3012,West North Central Division,2018,8,257.81
3013,West North Central Division,2018,9,258.16
3014,West North Central Division,2018,10,259.7
3015,West North Central Division,2018,11,260.9
3016,West North Central Division,2018,12,261.93
3017,West North Central Division,2019,1,263.76
3018,West North Central Division,2019,2,264.56
3019,West North Central Division,2019,3,265.82
3020,West North Central Division,2019,4,265.98
3021,West North Central Division,2019,5,266.42
3022,West North Central Division,2019,6,267.87
3023,West North Central Division,2019,7,268.79
3024,West North Central Division,2019,8,270.25
3025,West North Central Division,2019,9,271.82
3026,West North Central Division,2019,10,272.66
3027,West North Central Division,2019,11,274.43
3028,West North Central Division,2019,12,277.56
3029,West North Central Division,2020,1,277.2
3030,West North Central Division,2020,2,279.81
3031,West North Central Division,2020,3,279.29
3032,West North Central Division,2020,4,281.12
3033,West North Central Division,2020,5,279.98
3034,West North Central Division,2020,6,283.03
3035,West North Central Division,2020,7,286.53
3036,West North Central Division,2020,8,291.66
3037,West North Central Division,2020,9,296.43
3038,West North Central Division,2020,10,299.71
3039,West North Central Division,2020,11,302.24
3040,West North Central Division,2020,12,305.25
3041,West North Central Division,2021,1,308.78
3042,West North Central Division,2021,2,311.48
3043,West North Central Division,2021,3,314.01
3044,West North Central Division,2021,4,317.72
3045,West North Central Division,2021,5,324.4
3046,West North Central Division,2021,6,328.44
3047,West North Central Division,2021,7,331.89
3048,West North Central Division,2021,8,334.26
3049,West North Central Division,2021,9,337.24
3050,West North Central Division,2021,10,340.3
3051,West North Central Division,2021,11,342.99
3052,West North Central Division,2021,12,348.37
3053,West North Central Division,2022,1,352.14
3054,West North Central Division,2022,2,358.34
3055,West North Central Division,2022,3,360.42
3056,West North Central Division,2022,4,367.51
3057,West North Central Division,2022,5,371.07
3058,West North Central Division,2022,6,369.28
3059,West North Central Division,2022,7,369.47
3060,West North Central Division,2022,8,369.46
3061,West North Central Division,2022,9,370.36
3062,West North Central Division,2022,10,369.56
3063,West North Central Division,2022,11,371.37
3064,West South Central Division,1991,1,100.0
3065,West South Central Division,1991,2,99.57
3066,West South Central Division,1991,3,100.48
3067,West South Central Division,1991,4,100.05
3068,West South Central Division,1991,5,100.27
3069,West South Central Division,1991,6,100.95
3070,West South Central Division,1991,7,100.87
3071,West South Central Division,1991,8,100.54
3072,West South Central Division,1991,9,101.43
3073,West South Central Division,1991,10,100.64
3074,West South Central Division,1991,11,101.22
3075,West South Central Division,1991,12,101.96
3076,West South Central Division,1992,1,102.35
3077,West South Central Division,1992,2,103.22
3078,West South Central Division,1992,3,102.69
3079,West South Central Division,1992,4,102.75
3080,West South Central Division,1992,5,102.6
3081,West South Central Division,1992,6,102.98
3082,West South Central Division,1992,7,103.33
3083,West South Central Division,1992,8,103.8
3084,West South Central Division,1992,9,104.15
3085,West South Central Division,1992,10,104.84
3086,West South Central Division,1992,11,105.35
3087,West South Central Division,1992,12,105.0
3088,West South Central Division,1993,1,105.36
3089,West South Central Division,1993,2,105.39
3090,West South Central Division,1993,3,105.96
3091,West South Central Division,1993,4,106.51
3092,West South Central Division,1993,5,107.06
3093,West South Central Division,1993,6,107.59
3094,West South Central Division,1993,7,108.1
3095,West South Central Division,1993,8,108.38
3096,West South Central Division,1993,9,108.7
3097,West South Central Division,1993,10,109.37
3098,West South Central Division,1993,11,109.75
3099,West South Central Division,1993,12,110.62
3100,West South Central Division,1994,1,110.43
3101,West South Central Division,1994,2,111.05
3102,West South Central Division,1994,3,112.04
3103,West South Central Division,1994,4,111.64
3104,West South Central Division,1994,5,112.65
3105,West South Central Division,1994,6,112.39
3106,West South Central Division,1994,7,112.33
3107,West South Central Division,1994,8,112.91
3108,West South Central Division,1994,9,112.95
3109,West South Central Division,1994,10,113.27
3110,West South Central Division,1994,11,113.49
3111,West South Central Division,1994,12,113.6
3112,West South Central Division,1995,1,113.86
3113,West South Central Division,1995,2,114.05
3114,West South Central Division,1995,3,113.95
3115,West South Central Division,1995,4,114.81
3116,West South Central Division,1995,5,114.86
3117,West South Central Division,1995,6,114.77
3118,West South Central Division,1995,7,115.7
3119,West South Central Division,1995,8,115.73
3120,West South Central Division,1995,9,116.49
3121,West South Central Division,1995,10,116.06
3122,West South Central Division,1995,11,116.66
3123,West South Central Division,1995,12,117.58
3124,West South Central Division,1996,1,117.27
3125,West South Central Division,1996,2,117.63
3126,West South Central Division,1996,3,118.01
3127,West South Central Division,1996,4,118.08
3128,West South Central Division,1996,5,118.35
3129,West South Central Division,1996,6,118.87
3130,West South Central Division,1996,7,118.73
3131,West South Central Division,1996,8,118.83
3132,West South Central Division,1996,9,119.2
3133,West South Central Division,1996,10,119.11
3134,West South Central Division,1996,11,119.36
3135,West South Central Division,1996,12,119.99
3136,West South Central Division,1997,1,119.88
3137,West South Central Division,1997,2,120.47
3138,West South Central Division,1997,3,120.84
3139,West South Central Division,1997,4,120.75
3140,West South Central Division,1997,5,121.33
3141,West South Central Division,1997,6,121.38
3142,West South Central Division,1997,7,121.62
3143,West South Central Division,1997,8,121.6
3144,West South Central Division,1997,9,122.02
3145,West South Central Division,1997,10,122.68
3146,West South Central Division,1997,11,123.25
3147,West South Central Division,1997,12,123.68
3148,West South Central Division,1998,1,124.42
3149,West South Central Division,1998,2,124.93
3150,West South Central Division,1998,3,125.33
3151,West South Central Division,1998,4,125.51
3152,West South Central Division,1998,5,126.19
3153,West South Central Division,1998,6,126.95
3154,West South Central Division,1998,7,127.72
3155,West South Central Division,1998,8,128.12
3156,West South Central Division,1998,9,128.74
3157,West South Central Division,1998,10,129.34
3158,West South Central Division,1998,11,129.73
3159,West South Central Division,1998,12,130.99
3160,West South Central Division,1999,1,131.31
3161,West South Central Division,1999,2,131.64
3162,West South Central Division,1999,3,132.0
3163,West South Central Division,1999,4,132.92
3164,West South Central Division,1999,5,133.42
3165,West South Central Division,1999,6,133.95
3166,West South Central Division,1999,7,134.79
3167,West South Central Division,1999,8,135.42
3168,West South Central Division,1999,9,135.58
3169,West South Central Division,1999,10,136.45
3170,West South Central Division,1999,11,136.94
3171,West South Central Division,1999,12,137.58
3172,West South Central Division,2000,1,138.9
3173,West South Central Division,2000,2,138.9
3174,West South Central Division,2000,3,139.93
3175,West South Central Division,2000,4,140.66
3176,West South Central Division,2000,5,141.12
3177,West South Central Division,2000,6,141.78
3178,West South Central Division,2000,7,142.35
3179,West South Central Division,2000,8,142.89
3180,West South Central Division,2000,9,143.52
3181,West South Central Division,2000,10,144.03
3182,West South Central Division,2000,11,144.99
3183,West South Central Division,2000,12,144.8
3184,West South Central Division,2001,1,145.56
3185,West South Central Division,2001,2,146.98
3186,West South Central Division,2001,3,146.82
3187,West South Central Division,2001,4,147.76
3188,West South Central Division,2001,5,147.64
3189,West South Central Division,2001,6,148.42
3190,West South Central Division,2001,7,149.04
3191,West South Central Division,2001,8,148.66
3192,West South Central Division,2001,9,149.87
3193,West South Central Division,2001,10,150.19
3194,West South Central Division,2001,11,150.25
3195,West South Central Division,2001,12,150.85
3196,West South Central Division,2002,1,150.72
3197,West South Central Division,2002,2,151.82
3198,West South Central Division,2002,3,152.55
3199,West South Central Division,2002,4,152.63
3200,West South Central Division,2002,5,153.16
3201,West South Central Division,2002,6,153.56
3202,West South Central Division,2002,7,153.76
3203,West South Central Division,2002,8,154.1
3204,West South Central Division,2002,9,154.87
3205,West South Central Division,2002,10,155.41
3206,West South Central Division,2002,11,155.8
3207,West South Central Division,2002,12,156.66
3208,West South Central Division,2003,1,157.16
3209,West South Central Division,2003,2,157.29
3210,West South Central Division,2003,3,157.36
3211,West South Central Division,2003,4,157.59
3212,West South Central Division,2003,5,158.05
3213,West South Central Division,2003,6,158.29
3214,West South Central Division,2003,7,158.93
3215,West South Central Division,2003,8,159.53
3216,West South Central Division,2003,9,160.34
3217,West South Central Division,2003,10,159.95
3218,West South Central Division,2003,11,160.74
3219,West South Central Division,2003,12,161.5
3220,West South Central Division,2004,1,161.48
3221,West South Central Division,2004,2,162.4
3222,West South Central Division,2004,3,163.57
3223,West South Central Division,2004,4,163.92
3224,West South Central Division,2004,5,164.29
3225,West South Central Division,2004,6,165.17
3226,West South Central Division,2004,7,165.06
3227,West South Central Division,2004,8,165.91
3228,West South Central Division,2004,9,166.69
3229,West South Central Division,2004,10,166.81
3230,West South Central Division,2004,11,168.29
3231,West South Central Division,2004,12,168.46
3232,West South Central Division,2005,1,169.45
3233,West South Central Division,2005,2,170.09
3234,West South Central Division,2005,3,170.76
3235,West South Central Division,2005,4,171.61
3236,West South Central Division,2005,5,172.61
3237,West South Central Division,2005,6,173.7
3238,West South Central Division,2005,7,174.95
3239,West South Central Division,2005,8,175.01
3240,West South Central Division,2005,9,176.54
3241,West South Central Division,2005,10,178.24
3242,West South Central Division,2005,11,179.14
3243,West South Central Division,2005,12,180.48
3244,West South Central Division,2006,1,181.62
3245,West South Central Division,2006,2,182.58
3246,West South Central Division,2006,3,183.34
3247,West South Central Division,2006,4,183.35
3248,West South Central Division,2006,5,185.23
3249,West South Central Division,2006,6,185.51
3250,West South Central Division,2006,7,186.2
3251,West South Central Division,2006,8,187.41
3252,West South Central Division,2006,9,188.4
3253,West South Central Division,2006,10,189.1
3254,West South Central Division,2006,11,190.58
3255,West South Central Division,2006,12,190.99
3256,West South Central Division,2007,1,192.73
3257,West South Central Division,2007,2,193.26
3258,West South Central Division,2007,3,193.71
3259,West South Central Division,2007,4,194.13
3260,West South Central Division,2007,5,194.77
3261,West South Central Division,2007,6,194.54
3262,West South Central Division,2007,7,195.46
3263,West South Central Division,2007,8,195.99
3264,West South Central Division,2007,9,196.19
3265,West South Central Division,2007,10,196.15
3266,West South Central Division,2007,11,195.67
3267,West South Central Division,2007,12,196.76
3268,West South Central Division,2008,1,195.82
3269,West South Central Division,2008,2,195.97
3270,West South Central Division,2008,3,195.09
3271,West South Central Division,2008,4,194.94
3272,West South Central Division,2008,5,194.83
3273,West South Central Division,2008,6,195.63
3274,West South Central Division,2008,7,195.25
3275,West South Central Division,2008,8,193.58
3276,West South Central Division,2008,9,195.69
3277,West South Central Division,2008,10,193.51
3278,West South Central Division,2008,11,190.93
3279,West South Central Division,2008,12,192.18
3280,West South Central Division,2009,1,192.5
3281,West South Central Division,2009,2,193.85
3282,West South Central Division,2009,3,193.54
3283,West South Central Division,2009,4,192.31
3284,West South Central Division,2009,5,193.1
3285,West South Central Division,2009,6,194.98
3286,West South Central Division,2009,7,192.84
3287,West South Central Division,2009,8,193.14
3288,West South Central Division,2009,9,192.93
3289,West South Central Division,2009,10,195.01
3290,West South Central Division,2009,11,193.52
3291,West South Central Division,2009,12,194.21
3292,West South Central Division,2010,1,193.9
3293,West South Central Division,2010,2,193.4
3294,West South Central Division,2010,3,192.73
3295,West South Central Division,2010,4,193.87
3296,West South Central Division,2010,5,195.88
3297,West South Central Division,2010,6,192.9
3298,West South Central Division,2010,7,192.79
3299,West South Central Division,2010,8,193.45
3300,West South Central Division,2010,9,190.87
3301,West South Central Division,2010,10,190.26
3302,West South Central Division,2010,11,190.41
3303,West South Central Division,2010,12,189.71
3304,West South Central Division,2011,1,189.69
3305,West South Central Division,2011,2,189.02
3306,West South Central Division,2011,3,187.87
3307,West South Central Division,2011,4,189.5
3308,West South Central Division,2011,5,189.18
3309,West South Central Division,2011,6,191.12
3310,West South Central Division,2011,7,189.2
3311,West South Central Division,2011,8,188.8
3312,West South Central Division,2011,9,189.87
3313,West South Central Division,2011,10,190.24
3314,West South Central Division,2011,11,191.91
3315,West South Central Division,2011,12,192.71
3316,West South Central Division,2012,1,190.22
3317,West South Central Division,2012,2,192.4
3318,West South Central Division,2012,3,194.2
3319,West South Central Division,2012,4,194.95
3320,West South Central Division,2012,5,195.2
3321,West South Central Division,2012,6,195.85
3322,West South Central Division,2012,7,197.35
3323,West South Central Division,2012,8,197.76
3324,West South Central Division,2012,9,199.01
3325,West South Central Division,2012,10,199.93
3326,West South Central Division,2012,11,200.83
3327,West South Central Division,2012,12,201.0
